Booking_Status,Lead_Time,Weekend_Stay,Weekend_Night,Booking_Changes,ADR,Arrival_Months,Market_Segments
0,0,0,0,0,0,1,6
0,0,1,0,0,61,1,3
0,1,1,1,0,81,1,3
0,0,1,1,0,29,1,5
0,4,1,0,0,82,1,3
0,4,1,0,0,82,1,3
0,18,0,2,0,0,2,6
0,9,1,0,0,76,1,6
0,5,2,1,0,44.8,1,6
0,9,2,3,0,29,1,5
0,0,1,0,0,25,1,5
0,0,1,0,0,40,1,6
0,3,1,0,1,30,1,2
0,1,0,1,0,42,4,2
0,1,0,0,1,0,5,2
0,4,1,0,0,39,1,6
0,1,0,1,0,43,3,6
0,6,0,1,0,56,4,6
0,2,0,1,0,55,2,6
0,7,0,1,0,60,3,3
0,4,1,1,0,72,5,3
0,4,1,0,0,39,1,6
0,7,0,1,0,60,3,3
0,3,1,0,0,38,1,2
0,1,2,0,0,54,1,6
0,4,1,0,0,48,1,6
0,2,0,1,0,60,11,6
0,1,0,1,0,43,2,6
0,0,0,1,0,80,5,3
0,20,4,10,0,64,1,5
0,0,1,0,0,29,1,5
0,0,1,0,0,38,1,5
0,0,2,4,1,0,1,6
0,6,0,0,0,0,1,5
0,0,1,0,1,43,1,5
0,2,0,1,0,34,12,5
0,0,1,0,0,43,1,5
0,10,0,0,0,0,1,6
0,16,3,6,0,85,1,6
0,25,4,6,1,39,1,6
0,25,4,6,1,39,1,6
0,25,4,6,1,39,1,6
0,3,0,1,0,29,1,5
0,0,0,1,0,39,1,2
0,0,0,1,0,51,1,3
0,0,0,1,0,45,1,3
0,0,0,1,0,58,1,6
0,1,0,1,0,61,1,2
0,16,2,5,0,48,1,6
0,21,2,2,0,58,1,3
0,0,0,1,0,37,1,5
0,23,1,1,1,78,1,6
0,23,1,1,1,78,1,6
0,0,0,1,0,48,1,6
0,40,2,5,2,39.79,1,5
0,4,0,1,0,48,1,6
0,6,0,1,0,48,1,6
0,0,0,1,0,45,1,3
0,1,1,1,0,48,1,6
0,5,2,2,0,67,1,3
0,16,2,3,0,75,1,3
0,33,0,2,2,133,3,3
0,51,2,3,0,39,1,6
0,11,3,7,0,38.96,1,6
0,1,0,2,0,40,1,6
0,55,2,5,0,37.7,1,5
0,55,2,5,0,55.4,1,5
0,5,0,1,0,30,1,2
0,5,0,1,1,29,1,5
0,4,1,2,1,30,1,2
0,5,0,1,0,26,1,5
0,5,0,1,0,26,1,5
0,2,0,1,0,48,1,6
0,6,0,2,4,0,1,1
0,2,0,1,1,67.5,1,2
0,1,0,2,0,56,1,6
0,0,0,1,0,39,1,3
0,35,0,2,0,36.25,1,5
0,35,0,2,0,29,1,5
0,0,0,2,1,0,1,1
0,0,1,2,0,48,1,6
0,25,0,1,0,25,1,5
0,25,0,1,0,25,1,5
0,0,0,1,0,78,1,6
0,0,0,1,0,30,1,2
0,2,0,1,0,30,2,2
0,1,0,1,0,81,5,5
0,2,0,1,0,76.5,10,5
0,2,0,1,0,35,2,5
0,55,0,2,0,50.8,1,6
0,3,0,1,0,30,1,2
0,0,1,3,0,30,2,2
0,0,1,3,0,30,3,2
0,1,0,1,0,26.5,1,5
0,4,1,3,0,38,1,3
0,0,1,3,0,38,1,3
0,7,1,3,0,27,1,2
0,6,1,3,0,27,11,2
0,2,0,2,0,35,1,2
0,1,0,2,0,35,2,2
0,0,0,1,0,40,1,6
0,1,0,3,0,43.2,1,6
0,61,0,3,1,65.4,1,6
0,3,0,1,0,40,1,6
0,3,0,1,0,43,2,6
0,3,0,1,0,43,1,6
0,7,0,1,0,55,3,6
0,3,0,1,0,40,1,6
0,3,0,1,0,43,2,6
0,3,0,1,0,50,1,6
0,14,0,1,0,59.4,1,6
0,4,0,2,0,35,1,5
0,1,2,3,0,29,1,5
0,0,0,1,0,61,1,3
0,1,0,1,0,40,1,6
0,3,1,4,0,29,1,5
0,32,0,3,0,37,1,5
0,4,0,1,0,57,1,3
0,6,0,1,0,49,11,3
0,0,0,1,0,45,1,3
0,6,0,4,0,60.8,1,6
0,18,0,1,1,88,1,6
0,4,2,4,1,69,1,5
0,37,2,5,0,31,1,3
0,37,2,5,0,31,1,3
0,0,0,1,0,45,1,3
0,1,0,1,0,38,1,5
0,27,2,8,0,49.5,1,5
0,0,0,1,0,30.5,1,5
0,11,0,1,0,71,1,3
0,1,0,1,0,38,1,5
0,1,0,1,0,43,1,5
0,7,0,2,0,29,1,5
0,16,0,4,0,71,1,3
0,0,0,1,0,29,1,5
0,7,0,1,0,40,1,3
0,2,0,1,0,48,1,6
0,0,0,1,0,51,1,3
0,2,0,1,0,48,1,6
0,41,0,2,0,54,1,3
0,12,0,4,0,26.1,1,5
0,3,0,3,0,39,1,6
0,0,0,1,0,39,1,3
0,3,0,1,0,48,1,6
0,10,0,2,0,52.8,1,3
0,4,0,1,0,51,1,3
0,0,0,1,0,48,1,6
0,0,0,2,0,48,1,6
0,0,0,2,0,29,1,5
0,2,0,1,0,29,1,5
0,2,0,1,1,36.25,1,5
0,0,0,1,0,45,1,3
0,2,0,1,0,29,1,5
0,0,0,1,0,71,1,3
0,1,2,6,0,39.13,1,6
0,0,0,2,0,54,1,6
0,17,0,2,0,44.8,1,6
0,19,0,1,1,48,1,6
0,0,0,1,0,29,1,5
0,1,0,2,0,45,1,3
0,11,0,1,0,48,1,6
0,0,0,1,0,45,1,3
0,2,2,0,1,55,2,3
0,0,0,1,0,80,5,3
0,1,0,2,0,48,1,3
0,1,0,1,0,45,1,3
0,1,0,1,0,62,1,3
0,1,0,1,0,56,1,3
0,0,0,2,0,48,1,6
0,1,0,1,0,51,1,3
0,1,0,1,0,61,1,3
0,0,0,1,0,51,1,3
0,2,2,6,0,38.1,1,3
0,13,0,3,0,54,1,6
0,0,0,1,0,45,1,3
0,2,0,1,0,48,1,6
0,2,0,1,0,92,1,6
0,3,1,0,0,29,1,5
0,0,0,0,0,0,1,6
0,10,1,3,0,26.1,1,5
0,10,1,3,0,27.5,1,5
0,26,1,3,0,48,1,6
0,0,1,2,0,51,1,3
0,3,1,1,0,48,1,6
0,153,1,4,2,38.81,1,6
0,2,1,1,0,51,1,6
0,5,1,3,0,45,1,5
0,3,1,1,0,61,1,3
0,17,1,3,0,50,1,5
0,65,2,1,0,59.4,1,6
0,0,1,0,0,40,1,6
0,0,0,1,0,43,2,6
0,0,0,1,0,55,11,6
0,0,0,1,0,55,2,6
0,0,1,0,0,39,1,3
0,0,1,0,0,45,1,3
0,2,2,0,1,25,1,5
0,7,0,1,0,38,1,2
0,5,0,2,0,38.5,3,2
0,0,1,0,0,52,5,2
0,2,0,1,1,142,7,2
0,0,2,0,0,48,1,3
0,11,0,0,0,0,1,6
0,11,0,0,0,0,1,6
0,6,2,0,0,48,1,6
0,1,2,3,0,63.6,1,3
0,2,1,0,0,48,1,3
0,0,1,0,0,75,1,3
0,1,2,0,1,45,1,3
0,0,1,1,1,39,1,3
0,1,0,1,0,39,1,3
0,6,0,1,0,39,1,3
0,1,0,1,0,40,1,3
0,6,0,1,0,39,1,3
0,4,0,1,0,38,1,2
0,4,0,1,0,38,1,2
0,0,0,1,0,40,1,6
0,0,1,1,0,40,1,6
0,0,0,1,0,39,1,3
0,0,1,0,0,40,3,3
0,0,1,1,0,40,1,6
0,0,0,1,0,34.4,1,5
0,6,0,1,0,30,12,5
0,1,0,1,0,29,1,5
0,0,0,1,0,39,1,3
0,0,0,1,0,39,1,3
0,0,0,1,0,27,1,2
0,5,0,1,0,25,1,2
0,2,2,5,0,36.14,1,5
0,0,0,1,0,0,1,3
0,1,0,1,0,58,1,3
0,1,0,1,0,40,1,6
0,0,0,1,0,40,1,6
0,1,0,1,0,92,1,6
0,0,0,1,0,50,1,3
0,0,0,1,0,50,1,3
0,4,2,3,0,39,1,6
0,4,2,3,0,39,1,6
0,30,3,7,1,81,1,5
0,2,0,1,0,40,1,6
0,3,1,2,0,33,1,2
0,31,0,2,0,61,1,5
0,0,0,1,0,40,1,3
0,0,0,2,2,75,4,6
0,0,0,3,0,47,11,3
0,0,0,1,2,61,12,3
0,0,0,1,0,45,1,3
0,17,2,5,0,52.8,1,6
0,7,0,1,0,30,1,2
0,0,0,1,1,39,1,3
0,0,0,1,0,45,1,3
0,1,0,1,0,56,1,6
0,1,2,2,2,40,1,6
0,3,0,1,0,31,1,5
0,3,0,1,0,39,1,2
0,3,0,1,0,39,1,3
0,0,0,1,0,39,1,3
0,0,0,2,1,42,5,3
0,0,0,2,0,40,1,3
0,5,0,3,0,38,1,2
0,1,0,3,0,46,3,2
0,6,0,2,2,62,4,2
0,0,1,2,2,77,6,2
0,5,1,1,0,65,6,2
0,6,1,2,0,65,9,2
0,8,0,2,0,45,10,2
0,3,0,1,0,45,10,2
0,1,0,1,0,30,11,2
0,3,0,1,0,30,12,2
0,4,0,2,0,42,1,2
0,6,0,1,0,38.5,2,2
0,4,1,2,0,42,3,2
0,2,0,1,0,48.5,4,2
0,8,0,1,0,48.5,4,2
0,8,0,2,0,77,6,2
0,1,0,2,0,40,1,6
0,1,0,1,0,48,3,6
0,0,0,1,0,43,2,6
0,2,0,1,0,66,5,6
0,1,1,0,0,54,5,6
0,16,0,2,0,54,1,6
0,16,0,2,0,48,1,6
0,1,0,1,2,65,1,3
0,15,0,1,1,43,1,3
0,0,0,1,0,58,1,6
0,4,1,2,0,226.67,6,6
0,0,0,2,0,41.89,1,6
0,0,0,2,0,41.89,1,6
0,159,1,3,0,38.86,1,6
0,2,0,1,0,48,1,6
0,19,1,3,0,48,1,6
0,3,0,1,0,76,1,6
0,303,0,4,0,159.38,7,6
0,2,1,0,0,179,7,6
0,0,1,0,0,170,7,3
0,0,0,2,0,48,1,6
0,1,0,1,0,45,1,3
0,18,0,0,0,0,1,6
0,18,0,0,0,0,1,6
0,32,0,2,1,52.8,1,6
0,10,0,3,0,26.1,1,5
0,1,2,8,0,25,1,5
0,4,2,2,0,25,1,5
0,1,0,5,0,25,2,5
0,106,2,5,0,41.4,1,6
0,106,2,5,0,41.4,1,6
0,0,0,1,0,58,1,3
0,0,0,1,0,45,1,3
0,0,0,1,0,68,3,3
0,0,0,1,1,38.7,11,3
0,0,0,1,1,63,3,3
0,0,0,2,0,52.8,1,6
0,16,0,2,0,68,1,6
0,9,0,1,0,48,1,6
0,22,0,1,0,39,1,6
0,0,0,2,0,46,1,6
0,14,2,0,0,43,1,6
0,33,0,2,0,44.8,1,6
0,6,0,1,0,51,1,3
0,3,0,1,0,45,1,3
0,1,0,1,0,45,1,3
0,17,2,5,0,32.77,1,6
0,14,2,5,0,81,1,3
0,3,2,5,0,58,1,5
0,3,0,2,1,41.89,1,6
0,15,0,3,0,43,1,3
0,0,0,3,0,92,1,6
0,0,0,3,1,48,1,6
0,5,0,3,0,61,1,3
0,41,0,3,0,66,1,3
0,42,0,3,0,79,1,3
0,43,0,3,2,56,1,3
0,42,0,3,0,44,1,3
0,12,0,1,0,25,1,5
0,41,0,3,1,75,1,3
0,3,0,1,0,50,1,3
0,26,0,1,0,48,1,6
0,5,0,1,0,29,1,5
0,1,0,1,0,45,1,3
0,1,0,1,0,54,1,6
0,1,0,1,0,66,1,3
0,21,0,2,1,135,1,3
0,0,0,1,0,48,1,6
0,4,0,2,0,62,1,6
0,59,0,2,0,86,1,6
0,129,0,2,0,110,6,6
0,123,0,2,0,64.8,11,6
0,129,0,2,0,64.8,2,6
0,0,0,1,1,44.66,1,6
0,0,0,1,0,45,1,3
0,0,0,2,0,135,6,3
0,14,0,1,0,48,1,6
0,1,0,2,0,76,1,3
0,2,0,2,0,45,1,5
0,17,0,2,0,30,1,5
0,23,0,2,0,43,1,3
0,0,0,1,0,58,1,3
0,10,0,2,0,74,1,6
0,0,0,1,0,58,1,3
0,0,0,2,0,45,1,3
0,2,0,2,3,62.25,1,5
0,1,0,2,0,58,1,3
0,1,1,0,0,48,2,6
0,66,1,0,0,59.4,1,6
0,67,1,1,1,39,2,6
0,20,1,2,0,50.8,1,6
0,66,1,2,0,29,1,5
0,0,1,0,0,40.5,1,5
0,0,1,0,0,60,2,3
0,6,1,0,0,56,1,6
0,22,1,1,0,33.3,1,5
0,1,1,0,0,58,1,6
0,39,1,5,2,71,1,3
0,1,2,4,0,70,1,3
0,13,1,3,0,71,1,3
0,0,1,3,4,39,1,3
0,4,0,1,0,45,2,2
0,65,2,3,0,78,1,6
0,117,2,3,0,31.63,1,5
0,10,2,3,0,22.5,1,5
0,0,1,0,0,39,2,2
0,0,1,0,0,39,2,3
0,1,2,0,2,58,1,6
0,16,2,1,0,49.74,1,6
0,13,2,0,0,48,1,6
0,0,1,0,0,45,2,3
0,6,0,1,1,27,2,2
0,5,0,1,0,27,2,2
0,4,0,1,0,35,1,2
0,3,1,0,0,75,6,2
0,0,0,1,0,30.5,2,5
0,0,0,1,0,29,3,5
0,0,0,1,0,38.4,12,6
0,0,1,1,0,39,2,3
0,3,1,1,0,30,2,2
0,5,0,2,1,30,12,2
0,1,0,2,0,45,4,2
0,0,0,1,0,26,2,5
0,0,0,1,0,39,2,3
0,0,0,1,0,40,3,3
0,92,2,4,2,61.2,1,6
0,57,2,2,0,63,1,6
0,26,2,2,1,58,1,5
0,0,1,1,0,46,2,2
0,0,0,1,0,39,2,3
0,0,0,1,0,58,2,3
0,0,0,1,1,58,2,3
0,15,0,1,0,82,2,6
0,81,2,2,0,49.4,1,5
0,4,0,1,0,39,2,2
0,5,0,1,0,40,2,2
0,2,0,1,0,40,3,2
0,2,0,1,0,40,3,2
0,2,0,1,0,43,3,2
0,2,0,1,0,59.4,4,2
0,0,1,1,1,68,2,6
0,0,0,1,0,39,2,3
0,0,0,1,0,39,2,3
0,0,0,1,0,39,2,3
0,0,0,1,0,39,2,3
0,0,0,1,0,40,2,3
0,30,2,4,0,53.6,1,6
0,0,0,1,0,39,2,2
0,0,0,1,0,39,2,2
0,1,0,2,0,55,2,3
0,0,0,2,1,53,4,3
0,4,2,2,1,39,1,6
0,4,1,2,0,43,1,6
0,17,0,2,0,67,2,3
0,0,0,2,1,45,2,3
0,5,0,1,2,38,2,2
0,0,0,3,0,39,2,2
0,0,1,3,0,35,2,2
0,0,1,0,0,35,2,2
0,24,2,5,0,25,1,5
0,4,0,2,1,0,2,1
0,0,0,2,1,58,2,3
0,0,0,2,1,53,2,3
0,7,0,1,0,48,2,6
0,0,0,1,0,39,2,3
0,21,0,3,0,54,2,3
0,10,1,3,0,64,2,3
0,0,2,7,0,29.73,1,5
0,0,2,7,0,29.73,1,5
0,0,0,1,2,30,2,2
0,15,0,2,0,53,2,6
0,0,0,1,0,39,2,6
0,8,0,3,0,25,2,5
0,6,1,2,0,31.45,3,5
0,9,0,1,0,27,2,2
0,6,0,1,0,27,11,2
0,2,0,1,0,27,2,2
0,11,1,3,0,32,2,2
1,2,0,2,0,50.4,4,3
0,11,1,3,0,27,2,2
0,0,0,1,0,55,2,3
0,7,0,1,0,39,2,6
0,7,0,1,0,39,2,6
0,0,0,1,0,39,2,6
0,10,1,3,1,33,2,2
0,11,0,3,1,25,2,5
0,12,0,1,0,42,3,5
0,0,0,1,0,39,2,2
0,0,0,1,1,30.5,2,5
0,0,0,1,0,45,2,3
0,0,0,1,1,39,2,3
0,1,0,3,0,68,2,6
0,1,0,3,0,68,2,6
0,5,0,2,1,61.2,2,3
0,1,0,1,0,46,2,2
0,1,0,1,0,46,2,2
0,0,0,3,0,27.9,2,3
0,3,1,3,0,39,2,2
0,5,1,3,0,35,1,2
0,6,1,3,0,35,3,2
0,1,0,1,0,39,2,2
0,9,0,2,1,58,2,6
0,2,0,2,1,60,2,3
0,9,2,4,0,35.11,1,6
0,70,0,4,0,67.2,2,6
0,4,0,1,0,39,2,6
0,0,0,1,0,38,2,5
0,0,0,1,1,43,2,5
0,1,0,1,0,34,3,5
0,0,0,1,0,58,2,3
0,20,0,1,0,48,2,6
0,20,0,1,0,54,2,6
0,0,0,2,0,38.4,2,5
0,0,0,1,1,43,2,5
0,2,0,1,0,58,2,6
0,5,2,4,0,50.67,1,5
0,1,0,1,0,58,2,6
0,0,0,4,0,54.4,2,5
0,1,0,3,1,48,2,6
0,13,0,2,1,59,2,6
0,15,0,3,0,35.47,2,5
0,25,0,2,0,29,2,5
0,4,0,2,0,98,2,6
0,4,0,2,0,98,2,6
0,0,0,1,0,58,2,6
0,12,0,1,0,68,2,6
0,9,0,1,0,59,2,3
0,4,0,1,0,58,2,6
0,4,0,1,0,48,2,6
0,0,0,1,0,55,2,3
0,14,0,2,1,35,2,5
0,3,0,1,0,48,2,6
0,2,0,2,0,48,2,6
0,1,0,3,0,64,2,3
0,1,0,3,0,58,2,3
0,3,0,1,0,40,2,3
0,2,0,1,0,58,2,3
0,2,0,1,0,58,2,3
0,4,0,1,0,59,2,3
0,0,0,1,0,55,2,3
0,2,0,2,1,98,2,6
0,3,0,2,0,48,2,6
0,3,0,1,0,46.4,2,5
0,16,0,2,0,58,2,6
0,14,1,5,0,74.67,2,3
0,16,0,2,0,92,2,6
0,16,0,2,0,53,2,6
0,3,0,1,0,35,2,3
0,1,0,1,1,27.5,2,5
0,13,0,2,1,58,2,6
0,2,0,1,0,54.21,2,6
0,4,0,1,0,64,2,6
0,2,0,1,0,54.21,2,6
0,21,0,3,1,48,2,6
0,10,1,3,0,48,2,6
0,4,0,2,0,58,2,3
0,2,0,2,0,35,2,3
0,9,0,2,0,60,3,3
0,21,0,2,1,35,2,3
0,21,0,2,2,35,2,3
0,1,0,1,0,48,2,6
0,0,0,2,0,49.5,2,3
0,3,0,1,0,40,2,3
0,23,0,2,0,37.5,2,5
0,21,0,3,0,56.1,2,6
0,10,1,3,0,58,2,6
0,22,1,1,1,35,2,3
0,10,1,3,0,50,2,6
0,192,1,0,1,29.16,2,6
0,0,1,4,2,39,2,6
0,21,1,3,0,54,2,6
0,3,1,2,0,61.88,2,5
0,21,1,3,0,48,2,6
0,10,1,3,0,58,2,6
0,20,1,2,0,54.67,2,6
0,15,1,1,0,29,2,5
0,21,1,3,0,48,2,6
0,53,1,1,0,54,2,6
0,0,1,2,0,64.33,2,3
0,1,1,0,0,29,2,5
0,1,1,1,0,45,2,3
0,1,1,1,0,70,2,3
0,4,1,1,0,58,2,3
0,4,1,2,0,64,2,6
0,4,1,0,1,45,2,3
0,3,1,1,0,58,2,3
0,19,1,1,0,68,2,6
0,5,1,1,1,74,2,6
0,0,1,0,1,56.1,2,3
0,21,1,3,0,48,2,6
0,21,1,3,0,48,2,6
0,10,1,3,0,58,2,6
0,38,2,5,0,47.83,2,6
0,7,1,0,0,26,2,5
0,72,2,1,0,73.33,2,4
0,28,2,4,1,59,2,6
0,72,2,1,0,73.33,2,4
0,52,2,1,1,48,2,6
0,3,2,3,2,49.3,2,2
0,0,1,0,0,43,2,6
0,72,2,1,1,56.67,2,4
0,4,1,0,0,30,2,2
0,72,2,1,0,73.33,2,4
0,72,2,1,1,56.67,2,4
0,72,2,1,0,73.33,2,4
0,72,2,1,0,73.33,2,4
0,72,2,1,0,73.33,2,4
0,72,2,1,0,73.33,2,4
0,7,1,0,1,39,2,6
0,72,2,1,0,73.33,2,4
0,72,2,1,0,73.33,2,4
0,7,4,8,0,28.1,1,5
0,0,1,0,0,65,2,3
0,72,2,1,0,76.33,2,4
0,6,2,2,0,45,2,3
0,72,2,1,0,73.33,2,4
0,29,2,1,0,63,2,5
0,29,2,1,0,77,2,5
0,72,2,1,0,73.33,2,4
0,1,2,3,0,48,2,6
0,0,2,2,0,45,2,3
0,2,2,2,0,64,2,6
0,0,1,0,0,65,2,3
0,12,2,1,0,108,2,6
0,11,2,1,0,88,2,6
0,4,2,1,0,97,2,3
0,2,2,0,0,55,2,3
0,1,2,0,1,60,2,3
0,0,1,2,0,44,1,3
0,0,1,0,2,55,2,3
0,0,0,3,0,29,2,3
0,0,1,0,1,61,2,3
0,0,0,3,0,35,2,3
0,1,2,1,0,52.4,2,6
0,1,2,0,0,98,2,3
0,1,2,1,0,45,2,3
0,10,1,0,0,48,2,6
0,6,2,0,0,123,2,6
0,5,2,1,2,61,2,3
0,1,1,0,0,58,2,3
0,23,2,1,0,68.75,2,5
0,23,2,1,0,68.75,2,5
0,3,2,1,1,36.96,2,6
0,24,2,0,0,64,2,6
0,20,2,2,0,35,2,3
0,26,1,5,5,0,2,3
0,72,2,1,1,91.67,2,4
0,72,2,1,1,56.67,2,4
0,2,2,0,0,63,2,5
0,1,2,1,0,51,2,3
0,21,2,2,0,35,2,3
0,26,0,3,0,35,2,3
0,0,2,0,0,39,2,3
0,21,2,1,2,35,2,3
0,26,0,3,0,35,2,3
0,0,2,2,0,48.19,2,5
0,128,2,5,0,73.8,2,6
0,2,2,3,0,58,2,6
0,16,4,6,1,74.5,1,3
0,2,2,3,0,58,2,6
0,6,2,3,0,74,2,6
0,2,0,2,0,111.5,4,3
0,33,0,1,0,50,2,5
0,3,2,1,0,29,2,5
0,0,0,1,0,113,2,6
0,0,0,3,2,100,2,3
0,69,1,1,0,26,2,5
0,0,0,1,0,58,2,6
0,0,0,3,3,55,2,6
0,0,0,1,0,78,2,6
0,2,2,5,0,29,2,5
0,0,0,1,0,29,2,5
0,3,2,1,0,91,2,3
0,23,2,2,0,29,2,5
0,17,2,4,0,29,2,5
0,70,2,5,0,51.71,2,5
0,17,2,2,1,146.5,2,3
0,0,0,1,0,58,2,6
0,119,4,10,0,42.5,1,5
0,1,0,1,0,39.15,2,5
0,7,0,0,0,0,2,6
0,0,2,1,0,65,2,3
0,2,2,5,0,49,2,6
0,10,1,1,0,98,2,6
0,22,2,3,0,55,2,5
0,1,2,1,0,29,2,5
0,0,1,1,0,41.18,2,5
0,7,0,2,0,37,2,4
0,7,0,2,0,37,2,4
0,7,0,2,0,0,2,4
0,0,0,1,0,53,2,6
0,0,0,1,1,45,2,2
0,5,0,1,0,51,2,3
0,7,0,2,1,61,2,3
0,5,0,2,0,71,4,6
0,0,0,1,0,53,2,6
0,3,1,0,0,65,4,6
0,0,0,1,0,79,6,3
0,0,0,1,0,53,2,6
0,3,1,0,0,56,4,6
0,0,0,1,0,79,6,3
0,92,10,25,0,36.93,1,5
0,23,2,3,0,98.8,2,3
0,35,1,4,0,126.74,10,3
0,57,1,4,1,154.32,12,3
0,6,0,1,0,34.4,2,5
0,8,0,1,0,30.6,3,5
0,14,0,1,0,44.8,4,6
0,8,0,1,0,52.8,5,6
0,48,0,1,2,30,11,5
0,35,0,2,2,34.4,12,6
0,26,0,3,0,30,2,5
0,0,0,1,0,75,2,3
0,0,0,1,0,55,2,3
0,0,0,1,0,58,2,6
0,57,2,2,0,54.4,2,6
0,20,2,5,0,30.43,2,5
0,27,2,2,0,45.6,2,6
0,4,2,3,0,48,2,6
0,4,2,3,0,39,2,6
0,3,0,1,1,29,2,5
0,2,0,2,0,25,2,5
0,0,0,1,1,45,2,3
0,0,1,1,0,43,3,6
0,1,0,2,0,75,2,3
0,22,2,8,0,43.2,2,6
0,52,2,4,1,62.17,2,3
0,50,2,4,0,68.17,2,3
0,84,0,1,0,49.2,2,6
0,2,2,3,0,71,2,5
0,0,0,1,0,50,2,3
0,0,1,0,0,58.5,4,3
0,0,0,1,0,50,2,3
0,15,0,1,0,74,2,3
0,0,0,1,0,55,2,3
0,8,0,2,1,45,2,3
0,15,2,5,2,57,2,5
0,22,2,6,0,27.35,2,5
0,2,0,2,1,55,2,3
0,32,0,1,1,56,2,1
0,2,0,0,1,0,2,6
0,2,0,2,1,106,2,3
0,0,0,2,0,55,2,3
0,19,4,10,0,41.04,1,6
0,9,2,5,0,45,2,5
0,0,0,1,0,58,2,6
0,8,0,1,0,53,2,3
0,0,0,1,0,50,2,3
0,0,1,0,0,70,9,3
0,0,0,1,0,44,12,3
0,0,0,1,1,50,2,3
0,0,1,0,0,70,9,3
0,26,2,5,0,34.73,2,5
0,2,0,2,1,106,2,3
0,2,2,4,0,26.1,2,5
0,17,2,5,0,84,2,6
0,33,0,2,1,48,2,6
0,1,0,1,0,105,2,6
0,26,2,5,0,53.71,2,6
0,0,0,1,0,75,2,3
0,8,1,1,2,31.16,2,3
0,4,0,1,0,58,2,6
0,1,0,2,0,70,2,4
0,16,0,3,0,37,2,5
0,144,8,20,0,24.8,1,5
0,23,0,2,0,29,2,5
0,11,0,2,0,74,2,6
0,4,0,1,0,68,2,6
0,9,0,1,0,67.5,2,3
0,1,0,1,0,65,2,6
0,0,0,2,0,47.36,2,6
0,32,0,1,1,70.2,2,3
0,7,0,2,0,37,2,5
0,7,0,2,0,63,2,5
0,7,0,2,0,63,2,5
0,9,0,1,0,0,2,1
0,9,0,2,1,36.25,2,5
0,0,0,1,0,66,2,6
0,0,0,1,0,49,2,6
0,1,0,1,0,59,3,6
0,2,0,2,0,93.5,3,6
0,3,0,2,0,122,6,6
0,4,0,3,0,201,7,6
0,1,1,0,0,75,1,6
0,1,1,1,0,65,1,6
0,1,0,1,0,92,5,6
0,1,0,1,0,162,6,6
0,9,0,2,0,29,2,5
0,18,0,2,0,29,2,5
0,3,0,1,1,73.92,2,6
0,1,0,2,1,160.5,2,6
0,12,0,1,0,58,2,6
0,12,0,1,0,58,2,6
0,0,0,1,0,117,2,6
0,7,0,2,0,35,2,5
0,27,0,2,0,53,2,3
0,24,0,2,0,59,2,3
0,7,0,2,0,29,2,5
0,10,0,2,0,43,2,5
0,9,0,3,0,213.6,9,3
0,3,0,2,0,81,2,3
0,13,0,2,0,75,2,5
0,7,0,2,0,64,2,3
0,18,0,1,0,29,2,5
0,12,0,1,0,58,2,6
0,4,0,1,0,55,2,3
0,0,1,5,0,46.66,2,6
0,2,0,1,0,75,2,3
0,31,0,1,0,61.2,2,6
0,4,0,1,0,78,2,6
0,3,0,2,0,78,2,6
0,14,0,2,0,124,2,3
0,10,0,1,0,67.5,2,6
0,2,0,1,0,85,2,6
0,0,0,1,0,85,2,6
0,3,0,1,0,29,2,5
0,0,0,5,3,50,2,3
0,1,0,3,0,70,2,6
0,4,0,1,0,29,2,5
0,61,2,8,0,42.5,2,5
0,19,0,1,0,106.5,2,3
0,2,0,2,0,95,2,3
0,9,0,1,0,29,2,5
0,31,0,2,0,48,2,3
0,2,0,2,0,95,2,3
0,3,0,2,0,161,9,3
0,2,0,2,0,95,2,3
0,28,0,2,0,58,2,6
0,3,0,1,0,78,2,3
0,8,0,1,0,75,2,3
0,16,0,2,0,67.5,2,3
0,16,0,2,0,67.5,2,3
0,40,0,1,0,54,2,6
0,10,0,2,0,64,2,6
0,49,0,1,0,174,2,3
0,17,0,2,0,67.5,2,3
0,2,0,1,0,65,2,6
0,1,0,1,0,65,2,6
0,0,0,1,0,77,2,6
0,39,0,1,0,58,2,6
0,39,0,1,0,58,2,6
0,1,0,1,2,75,2,3
0,39,0,1,0,58,2,6
0,4,0,1,0,58,2,6
0,1,0,1,0,75,2,3
0,0,0,2,0,58.5,2,3
0,25,0,1,0,98,2,3
0,23,4,10,0,45.37,1,6
0,10,0,1,0,55,2,5
0,0,0,1,0,75,2,3
0,16,0,1,0,67.5,2,3
0,8,0,1,0,75,2,3
0,0,0,2,1,97.5,2,3
0,1,0,2,0,35,2,5
0,10,1,3,0,41,2,6
0,43,1,3,0,46.4,2,6
0,23,1,3,0,40.5,2,5
0,10,1,2,0,61,2,5
0,18,1,0,0,78,2,6
0,0,1,0,0,50,2,3
0,11,1,2,0,68,2,6
0,23,1,2,0,88,2,6
0,29,1,3,0,40.65,2,6
0,5,1,0,0,75,2,3
0,61,1,3,0,33.3,2,5
0,1,1,1,0,66,2,6
0,10,1,2,1,73.4,2,5
0,2,1,1,0,61.5,2,6
0,1,1,1,0,60,2,5
0,16,4,10,0,26.1,2,5
0,32,2,5,0,33.3,2,5
0,0,1,1,0,150,2,3
0,87,1,5,0,98,2,6
0,3,1,1,0,32,2,5
